student_id,age,education_level,career_goal,experience_level,study_hours_per_week,learning_style,interest_ai,interest_data_science,interest_web_dev,interest_backend,interest_frontend,interest_mobile,interest_cloud,interest_cybersecurity,python_score,cpp_score,java_score,javascript_score,html_score,css_score,sql_score,database_score,statistics_score,probability_score,linear_algebra_score,calculus_score,machine_learning_score,deep_learning_score,git_score,linux_score,docker_score,cloud_score,sessions_completed,avg_session_duration,projects_completed,quiz_attempts,quiz_avg_score,consistency_score,streak_days,target_completion_months,available_hours_weekly,recommended_next_topic,recommended_difficulty,learning_path_stage
STU00075,34,Bachelor,Software Engineer,Intermediate,40.0,Auditory,30.66,65.5,58.08,66.57,47.02,63.72,56.37,6.16,56.84,39.37,16.02,46.4,27.0,21.96,56.96,20.66,57.44,38.7,2.92,29.5,33.13,14.79,54.71,32.76,11.0,33.738602812258925,48,27.64,8,4,66.33,0.0,9.0,3,10.5,Linux,Medium,2
STU00076,23,Bachelor,Data Scientist,Intermediate,16.38,Visual,87.13,100.0,60.04,39.47,19.22,68.35,35.09,36.81,47.36,17.76,24.72,0.13,28.55,49.14,35.28,26.4,97.67,39.89,86.97,44.05,77.97,49.99,36.94,12.2,9.73,44.894759136184376,17,65.67,9,16,74.44,76.64,9.0,12,13.6,Deep Learning,Medium,5
STU00077,28,Bachelor,Data Scientist,Intermediate,11.75,Auditory,91.01,70.67,25.3,48.97,43.24,20.7,74.84,15.77,44.04,23.04,22.81,14.78,23.69,9.7,66.94,29.51,64.18,53.5,20.23,26.03,31.2,72.91,28.43,28.62,0.0,20.598465480450656,35,58.51,0,9,60.76,76.01,2.0,6,7.0,AI Agents,Medium,2
STU00078,22,High School,Backend Developer,Intermediate,13.6,Visual,78.11,15.04,88.71,64.83,59.41,51.68,39.61,45.21,38.04,11.25,21.65,61.46,21.36,46.18,35.69,31.52,39.78,32.88,34.93,0.0,31.51,20.36,65.11,47.76,23.59,1.4103188354814478,25,29.33,9,0,76.5,79.44,0.0,6,18.2,SQL,Medium,4
STU00079,28,Bachelor,Frontend Developer,Intermediate,27.53,Auditory,49.13,42.93,69.06,31.47,96.64,47.76,61.97,32.46,15.87,21.58,0.0,54.85,89.79,43.22,34.0,42.34,42.64,0.0,12.16,24.87,42.87,31.32,41.68,39.94,28.07,0.0,225,259.91,5,12,40.69,71.51,27.0,6,9.3,CSS,Medium,1
STU00080,25,Bachelor,Full Stack Developer,Beginner,8.44,Kinesthetic,57.3,72.75,81.09,64.78,30.28,49.95,41.47,25.37,39.39,9.04,13.38,18.5,9.91,26.37,53.14,41.39,29.28,25.78,0.0,22.6,0.0,11.37,64.17,63.3,24.85,9.322804269244685,55,25.28,3,3,44.78,39.87,10.0,3,32.5,SQL,Easy,5
STU00081,23,Bachelor,Backend Developer,Beginner,12.7,Visual,13.79,73.89,83.37,68.3,30.29,25.82,40.56,0.0,13.59,7.06,55.79,57.24,15.01,21.22,57.74,26.08,19.76,42.33,37.72,15.73,33.57,8.84,51.4,43.25,9.63,14.340492456338051,14,50.1,1,7,51.72,59.46,3.0,9,6.0,SQL,Easy,1
STU00082,25,High School,ML Engineer,Beginner,10.59,Kinesthetic,100.0,39.82,63.67,65.87,46.49,54.08,53.28,70.59,57.47,24.26,34.49,4.12,26.77,30.91,31.19,33.47,68.38,54.87,49.96,36.5,54.89,26.75,23.27,48.22,18.7,14.21095234286461,12,37.54,6,13,70.09,73.62,11.0,6,8.0,Git,Medium,1
STU00083,26,Bachelor,Full Stack Developer,Beginner,7.87,Reading/Writing,65.09,36.42,81.88,50.23,44.03,26.97,41.5,46.38,27.84,21.13,35.28,40.6,13.76,23.5,53.31,66.07,24.71,29.59,30.02,33.17,25.53,0.83,47.27,34.6,29.71,28.880488955153933,53,22.84,1,6,32.42,21.56,5.0,6,8.4,SQL,Easy,1
STU00084,33,Associate,Software Engineer,Intermediate,10.45,Reading/Writing,57.34,48.18,66.35,29.09,43.57,25.12,28.37,42.19,52.88,40.32,21.37,37.71,70.97,23.79,38.38,24.08,49.91,48.26,49.17,14.33,6.91,1.96,52.5,37.29,3.77,16.392008719214672,43,64.18,2,3,75.54,49.7,9.0,9,12.2,Python,Easy,2
STU00085,20,Master,Unknown,Beginner,14.99,Auditory,57.41,68.42,41.17,66.1,43.33,23.78,46.42,8.79,61.77,26.82,13.46,16.32,27.3,16.48,42.73,7.53,25.57,16.3,1.76,17.59,61.94,44.76,50.34,11.72,9.21,39.624135243470725,60,41.08,6,4,57.15,60.82,9.0,6,12.3,Linux,Easy,1
STU00086,24,High School,Software Engineer,Intermediate,14.48,Kinesthetic,42.66,35.87,65.81,69.11,68.51,60.06,44.84,23.61,60.62,42.59,17.41,9.11,21.29,49.3,35.37,31.7,18.01,52.85,18.46,31.78,41.35,0.0,41.09,29.69,16.45,13.028002933856769,19,25.47,5,6,70.4,88.37,10.0,3,10.4,Linux,Medium,3
STU00087,18,High School,Backend Developer,Beginner,28.06,Auditory,46.26,62.52,50.81,48.58,47.32,60.72,35.63,34.57,26.28,2.68,28.8,32.24,5.46,27.54,83.86,37.41,0.0,37.46,0.0,28.38,0.0,37.01,61.57,41.02,44.41,39.747902476193,13,25.59,7,8,58.39,44.44,9.0,3,40.0,System Design,Easy,2
STU00088,32,Bachelor,ML Engineer,Intermediate,8.35,Visual,62.51,22.74,40.26,38.92,67.21,0.88,42.81,36.83,75.0,16.64,11.65,54.11,19.74,31.12,51.63,24.24,77.59,81.7,54.68,32.32,82.28,48.26,11.65,62.59,52.35,35.244063614896504,6,50.04,4,12,73.46,40.35,8.0,6,16.2,Node.js,Easy,5
STU00089,25,Associate,Software Engineer,Beginner,13.98,Auditory,38.59,49.17,15.54,58.64,50.73,48.7,43.79,53.03,47.91,63.46,6.3,36.15,52.6,31.68,36.0,25.67,28.08,18.6,32.85,6.14,31.21,0.0,49.05,36.02,5.35,15.472021593652077,19,57.01,1,10,56.22,57.84,7.0,6,12.4,Linux,Hard,2
STU00090,18,Master,ML Engineer,Beginner,5.93,Reading/Writing,81.42,57.07,72.73,17.42,60.7,40.92,47.07,35.39,59.58,39.06,14.58,28.48,37.5,32.69,34.45,4.55,49.87,36.07,58.97,42.29,57.38,48.65,33.39,31.68,40.17,4.570237403586987,54,19.75,3,5,59.5,37.46,14.0,9,9.0,Git,Easy,1
STU00091,18,Associate,Software Engineer,Beginner,11.6,Kinesthetic,80.16,46.76,44.88,35.34,54.47,52.52,48.45,37.75,41.37,46.23,20.3,0.0,13.57,13.12,29.05,8.39,27.27,36.21,10.48,15.39,32.02,15.15,44.17,15.35,19.33,8.80086700713589,7,40.87,1,7,75.13,30.8,15.0,24,5.1,Linux,Easy,1
STU00092,33,Bachelor,Backend Developer,Intermediate,4.82,Auditory,46.28,24.24,60.08,62.33,30.38,31.89,51.99,31.89,29.88,16.38,45.81,57.35,39.12,12.63,77.39,60.14,63.51,38.04,29.33,2.67,10.21,39.46,61.54,56.74,21.26,45.07749444721138,21,47.28,4,9,40.25,58.43,10.0,6,10.8,System Design,Medium,5
STU00093,21,Master,ML Engineer,Beginner,16.14,Visual,79.73,76.22,50.95,43.95,38.56,9.46,22.94,23.22,64.59,34.41,16.88,21.77,22.87,19.2,26.91,20.49,55.49,50.47,40.82,24.43,48.75,24.94,23.2,28.44,44.69,18.302672970876788,4,20.66,9,14,64.7,49.73,8.0,6,5.2,Statistics,Easy,1
STU00094,33,High School,Data Scientist,Intermediate,36.05,Kinesthetic,73.27,81.81,49.52,48.18,68.85,24.68,19.28,28.72,66.34,39.4,20.61,36.38,46.49,26.46,44.14,48.09,64.29,31.72,44.54,25.06,63.31,45.9,37.6,51.91,0.0,21.425070984695836,53,44.18,8,7,89.77,53.43,7.0,9,8.0,NumPy,Hard,3
STU00095,25,PhD,Data Scientist,Intermediate,22.55,Kinesthetic,82.39,76.76,10.84,29.53,50.41,53.53,41.39,21.28,45.44,40.09,18.95,15.85,46.09,16.36,51.94,46.65,67.37,57.2,66.81,59.13,35.27,36.77,25.26,25.73,29.65,38.9604713862262,21,27.37,3,11,83.98,28.37,18.0,9,6.1,Git,Medium,4
STU00096,29,Master,Frontend Developer,Advanced,9.61,Reading/Writing,49.58,72.1,76.05,61.55,53.37,50.45,35.48,9.36,41.72,35.05,46.87,33.33,60.11,40.59,42.69,60.59,37.88,49.45,69.56,0.0,5.62,67.22,81.62,75.3,17.83,31.155448883941933,19,41.89,6,23,82.52,55.26,13.0,6,13.5,CSS,Medium,4
STU00097,30,Bachelor,Data Scientist,Intermediate,21.78,Visual,100.0,72.04,73.4,41.72,31.48,12.59,51.06,55.41,71.59,24.26,55.27,35.8,23.55,49.31,14.74,37.03,57.6,82.09,57.9,50.86,62.54,48.86,44.58,24.05,0.0,46.12087638440307,26,18.89,4,5,56.795,44.6,4.0,18,13.8,Data Visualization,Hard,1
STU00098,27,Bachelor,Software Engineer,Intermediate,4.98,Kinesthetic,53.06,54.88,52.92,32.37,17.77,46.94,58.25,57.3,60.13,12.79,25.22,9.35,56.64,33.13,35.7,33.24,45.96,20.68,11.13,3.03,45.98,16.84,21.7,53.18,42.07,22.8480127227406,12,38.78,0,4,56.795,31.23,6.0,3,7.6,Git,Easy,2
STU00099,23,Associate,Software Engineer,Intermediate,15.79,Reading/Writing,71.09,41.32,40.13,57.19,7.33,45.3,27.15,65.08,50.52,31.15,61.03,29.74,60.36,10.4,23.21,13.5,34.34,39.14,42.37,10.56,27.72,23.9,65.15,30.17,42.12,11.167665024902744,36,32.03,4,6,34.3,59.96,13.0,1,13.2,Linux,Medium,5
STU00100,26,Bachelor,Cybersecurity Engineer,Beginner,40.0,Kinesthetic,54.0,59.42,44.5,60.72,11.39,48.12,62.96,50.23,13.12,14.29,8.44,0.0,8.73,0.0,20.3,11.41,25.84,29.19,18.68,12.75,23.11,16.8,38.16,58.94,13.95,16.523575028928974,19,37.15,1,7,86.86,56.07,11.0,9,13.7,Git,Easy,2
STU00101,31,Bachelor,AI Engineer,Intermediate,61.71,Visual,100.0,66.74,50.02,50.53,61.92,18.81,63.84,32.77,49.56,25.21,2.75,32.44,37.02,57.91,50.31,35.15,74.67,71.53,86.31,41.21,67.19,64.82,53.96,0.0,32.09,8.980441901447222,4,38.04,3,12,68.06,77.48,7.0,9,20.4,Linux,Medium,4
STU00102,23,Bachelor,Backend Developer,Beginner,10.34,Auditory,78.19,46.18,83.74,96.77,34.95,44.62,54.81,51.49,43.28,17.12,32.75,6.19,36.37,32.51,32.24,50.96,10.44,32.46,17.83,14.43,27.41,17.45,34.59,52.65,43.12,15.237546136959514,5,17.82,3,4,31.3,66.57,3.0,6,5.0,Linux,Medium,2
STU00103,30,Master,Data Scientist,Advanced,9.92,Visual,88.23,97.78,52.77,23.58,50.35,40.9,47.94,47.75,20.22,17.68,42.26,32.51,50.61,25.37,49.46,36.79,78.43,64.33,54.32,59.68,59.63,25.9,29.5,54.74,34.25,44.56144661314476,18,41.88,5,7,39.08,55.65,16.0,18,6.7,Git,Hard,3
STU00104,26,Master,Cybersecurity Engineer,Beginner,63.17,Reading/Writing,67.89,82.71,23.94,53.97,60.49,38.33,16.27,56.61,27.26,15.3,29.76,26.01,27.24,42.61,9.77,31.17,25.79,39.54,18.44,11.08,12.01,24.94,45.44,40.72,15.37,8.123209931548548,98,75.43,0,9,47.37,59.23,11.0,2,10.2,Python,Easy,1
STU00105,18,Bachelor,Full Stack Developer,Beginner,11.79,Auditory,66.33,45.95,63.0,51.72,2.26,65.45,44.66,36.38,24.36,30.13,14.41,41.07,17.27,21.09,56.04,57.16,42.53,25.22,6.76,0.0,9.24,0.0,51.34,24.96,44.2,33.79947645834235,8,49.84,3,4,60.17,68.4,6.0,3,15.5,SQL,Easy,1
STU00106,30,High School,Backend Developer,Intermediate,9.09,Kinesthetic,46.27,59.12,89.19,86.37,51.03,12.13,43.06,40.43,26.16,37.64,42.47,19.54,46.23,32.53,65.54,42.95,20.42,50.15,22.96,31.09,10.15,12.08,57.02,71.03,26.45,29.295358245232407,27,59.58,3,10,41.23,61.32,8.0,9,13.1,Node.js,Easy,4
STU00107,24,High School,ML Engineer,Beginner,11.02,Auditory,88.64,66.81,51.58,53.4,31.53,53.85,51.67,45.94,58.69,36.73,22.11,31.8,17.07,47.96,21.49,11.97,44.03,49.1,32.27,63.09,40.53,17.37,16.87,15.42,7.79,0.0,55,20.91,4,10,57.02,74.3,8.0,6,11.7,Git,Easy,3
STU00108,25,PhD,Data Scientist,Beginner,4.45,Auditory,100.0,56.99,19.27,63.8,63.39,17.91,49.82,15.75,67.28,37.01,27.54,48.58,22.04,28.14,29.84,15.16,50.58,74.3,32.47,49.73,73.75,64.87,6.76,30.38,21.65,24.59457803811053,3,41.45,1,6,81.94,62.94,6.0,9,11.8,Deep Learning,Easy,1
STU00109,22,High School,Software Engineer,Beginner,18.76,Reading/Writing,62.81,7.61,42.81,70.69,54.23,43.5,47.48,25.87,41.03,25.89,17.9,17.72,22.05,28.98,25.04,0.0,33.09,0.0,18.57,32.14,3.15,17.3,39.47,22.9,29.52,11.893649632451798,6,32.01,2,7,44.75,32.82,6.0,12,9.1,Git,Easy,1
STU00110,29,Bachelor,AI Engineer,Intermediate,23.01,Kinesthetic,66.42,88.71,34.49,56.44,41.64,23.78,32.81,54.42,41.55,35.5,21.08,11.16,38.57,25.37,36.24,61.7,80.98,75.14,42.09,75.3,35.25,30.78,39.38,47.05,12.35,21.67918995791258,6,41.08,1,8,52.17,53.82,9.0,9,9.3,Git,Hard,3
STU00111,23,High School,ML Engineer,Beginner,18.3,Auditory,53.14,70.81,47.56,38.95,50.11,55.34,48.5,32.43,54.69,44.14,36.03,15.46,10.82,25.57,18.55,22.74,33.99,44.71,45.81,36.5,41.63,33.83,27.59,28.67,0.0,24.28130923149218,7,25.57,1,8,21.69,56.08,0.0,9,28.3,Git,Easy,2
STU00112,19,Master,Software Engineer,Beginner,9.77,Visual,46.32,82.01,52.55,22.14,45.66,33.1,58.08,29.98,27.47,41.9,27.99,28.72,36.27,28.14,27.23,26.29,54.75,21.29,23.6,22.64,11.2,21.78,48.27,25.43,19.4,21.364846630425205,10,98.78,1,4,42.46,48.4,9.0,6,8.8,Python,Easy,2
STU00113,26,Bachelor,Data Scientist,Advanced,14.97,Kinesthetic,52.88,62.1,44.32,40.92,39.99,18.62,65.2,18.57,66.9,34.3,8.78,54.32,28.14,0.0,64.02,0.0,63.06,57.58,74.14,58.59,64.9,41.0,60.61,56.89,40.42,70.4200632144187,75,42.79,11,6,16.28,64.12,5.0,6,18.6,Data Visualization,Hard,4
STU00114,38,Bachelor,Frontend Developer,Advanced,15.42,Auditory,61.6,51.76,60.7,37.72,73.47,49.87,31.57,27.94,24.35,34.81,20.56,69.96,98.51,44.89,30.58,48.83,51.75,47.52,38.39,42.02,10.45,1.93,55.34,21.68,24.74,51.92618933070675,80,49.37,15,4,76.68,90.49,5.0,3,17.8,React,Hard,2
STU00115,26,High School,Software Engineer,Beginner,10.08,Visual,30.39,65.26,72.55,41.41,48.27,52.28,59.38,37.24,34.72,66.61,25.66,10.56,38.69,0.0,37.19,36.81,25.38,32.63,17.6,21.38,0.0,0.0,54.35,27.36,9.28,21.364846630425205,29,46.97,3,6,39.81,30.55,5.0,3,19.7,Python,Medium,2
STU00116,24,PhD,AI Engineer,Beginner,24.06,Reading/Writing,47.28,100.0,38.22,58.67,59.92,40.3,48.49,54.07,61.01,22.69,39.66,0.0,35.92,5.0,22.63,15.51,36.87,44.32,65.91,47.6,46.95,35.05,4.33,17.28,9.86,17.528056814667103,22,33.23,1,3,73.63,89.19,18.0,2,10.8,Linux,Medium,2
STU00117,20,Bachelor,Full Stack Developer,Beginner,19.95,Reading/Writing,58.47,36.46,66.44,55.37,47.28,29.56,41.17,25.78,13.34,22.71,24.16,25.75,18.59,10.14,43.68,64.22,7.86,27.78,20.74,15.83,0.0,1.41,54.46,15.5,48.76,41.82732408956884,21,31.83,5,17,28.96,37.64,2.0,6,6.7,SQL,Easy,1
STU00118,39,High School,Backend Developer,Advanced,22.01,Auditory,27.56,43.44,33.69,88.38,42.44,4.4,21.97,57.93,27.15,37.38,28.5,68.8,32.47,50.99,85.68,45.29,32.11,59.01,36.63,44.9,19.59,11.7,58.21,39.83,80.73,23.831509330700666,89,20.19,8,10,95.63,57.29,4.0,6,23.0,AI Agents,Easy,5
STU00119,20,High School,ML Engineer,Beginner,14.69,Visual,85.55,71.48,65.85,45.75,48.33,58.23,56.61,29.16,66.42,10.74,14.48,15.15,29.79,27.8,39.0,30.82,61.47,42.17,65.37,48.59,56.21,41.73,29.72,29.8,13.47,24.963208172931783,37,85.47,0,9,26.07,48.17,7.0,9,12.0,Data Visualization,Easy,3
STU00120,20,Bachelor,Frontend Developer,Beginner,4.89,Kinesthetic,83.67,46.28,67.39,31.31,44.85,53.26,20.88,18.23,15.06,39.78,14.32,64.16,72.08,56.09,17.33,6.62,22.66,30.15,6.16,33.72,6.11,0.0,36.09,37.56,14.27,9.816123076210578,11,23.41,0,11,36.34,81.43,4.0,6,14.9,CSS,Medium,2
STU00121,27,Associate,Frontend Developer,Beginner,3.18,Kinesthetic,62.18,64.48,53.12,55.91,96.88,44.05,35.58,46.72,38.98,19.61,0.0,30.55,49.87,83.45,6.24,21.12,6.25,22.55,19.74,12.57,21.38,12.95,32.84,49.99,8.99,17.16345921569805,16,80.43,6,13,84.23,29.3,9.0,9,13.6,JavaScript,Easy,1
STU00122,23,Bachelor,Backend Developer,Intermediate,8.99,Reading/Writing,67.64,54.97,42.4,53.76,52.29,0.0,45.63,36.46,28.31,32.68,41.93,34.55,50.79,22.69,54.7,26.54,35.42,8.33,15.93,9.34,23.98,20.13,63.37,53.66,21.33,20.173309385643535,28,40.78,4,9,75.37,29.92,7.0,12,17.1,Microservices,Hard,5
STU00123,21,Associate,Software Engineer,Beginner,7.27,Auditory,65.7,74.59,44.82,54.87,36.14,30.47,72.86,27.79,62.95,47.75,19.6,26.05,19.46,20.29,39.49,31.58,0.0,40.68,24.1,15.95,39.52,3.93,54.71,29.33,26.02,0.0,39,51.15,5,3,100.0,51.01,9.0,6,4.5,Linux,Easy,2
STU00124,33,Bachelor,ML Engineer,Intermediate,11.6,Reading/Writing,39.53,65.22,72.67,40.17,49.98,32.36,49.01,32.77,83.98,18.84,39.83,47.97,36.14,10.04,25.07,30.19,53.64,77.4,82.88,41.17,83.28,84.61,47.77,0.13,48.5,25.177820294887187,49,13.55,9,3,79.75,30.5,14.0,2,11.7,LLMs,Medium,3
STU00125,21,Master,Software Engineer,Beginner,6.03,Reading/Writing,15.23,67.37,61.35,25.87,44.59,6.49,25.28,61.87,51.56,44.57,44.19,10.71,21.25,30.41,1.19,12.96,42.96,14.21,15.1,9.3,11.03,0.0,64.6,20.36,27.26,0.7043549100361304,22,41.08,1,17,51.83,24.5,5.0,24,6.9,Linux,Easy,1
STU00126,26,High School,ML Engineer,Intermediate,6.06,Kinesthetic,94.34,78.6,44.24,62.52,62.18,2.2,55.24,31.35,82.42,19.26,11.87,22.81,45.32,38.83,40.32,56.08,46.43,70.92,73.32,53.53,55.18,23.63,27.0,39.69,7.53,21.364846630425205,7,55.69,3,6,55.87,9.03,11.0,9,13.5,Git,Easy,1
STU00127,22,Associate,Data Scientist,Intermediate,55.88,Kinesthetic,87.12,83.71,36.88,18.25,23.46,31.32,60.95,39.36,45.23,40.62,5.88,27.69,57.79,31.06,63.3,18.11,45.77,67.97,42.27,36.2,38.8,37.16,58.49,45.4,7.66,11.672763764843518,9,32.95,8,5,68.99,54.08,11.0,6,40.0,Machine Learning,Medium,2
STU00128,20,Master,Software Engineer,Beginner,5.25,Reading/Writing,63.31,56.13,73.06,60.34,71.24,27.65,42.52,42.54,27.37,16.32,28.44,12.15,34.22,10.08,37.08,24.13,17.91,25.11,6.95,23.48,31.07,0.0,36.86,26.06,46.99,24.773363042821273,33,27.42,0,6,53.93,9.5,12.0,12,11.8,Git,Medium,1
STU00129,27,Bachelor,Software Engineer,Beginner,9.21,Reading/Writing,60.32,50.8,32.48,63.58,64.85,53.02,70.83,36.31,43.29,32.64,27.93,24.82,25.75,24.46,14.78,16.23,36.3,43.89,31.66,28.88,15.9,19.92,60.44,27.62,20.64,2.999294038638612,23,50.33,1,4,56.795,72.83,9.0,9,10.4,Linux,Easy,2
STU00130,24,Master,Frontend Developer,Beginner,8.44,Visual,42.6,38.75,70.24,58.16,77.1,10.42,44.61,35.04,15.37,16.99,28.93,56.75,55.11,48.15,22.8,30.05,27.41,22.22,25.79,20.39,8.54,20.73,5.61,33.21,2.66,23.880448192784787,40,30.46,4,6,43.66,59.6,4.0,9,5.3,HTML,Hard,1
STU00131,22,High School,Software Engineer,Intermediate,22.46,Visual,62.07,67.28,45.49,67.08,41.39,40.43,19.5,8.43,38.51,44.92,82.91,60.13,13.35,25.07,36.64,36.55,30.33,24.4,31.29,42.62,38.52,17.89,61.29,40.39,6.13,37.1440000239247,48,61.1,5,7,51.0,45.0,11.0,3,3.4,Python,Hard,2
STU00132,17,Master,Cloud Engineer,Beginner,9.91,Kinesthetic,70.88,33.17,76.22,48.03,30.63,54.16,34.9,11.71,41.56,31.05,34.52,9.21,31.01,38.28,12.9,26.95,26.91,35.75,28.49,20.66,29.99,16.19,35.44,57.73,64.0,68.26114517938619,27,15.28,0,6,56.77,78.04,3.0,2,9.9,Linux,Easy,1
STU00133,32,Master,Frontend Developer,Intermediate,4.6,Visual,46.22,63.53,71.09,77.46,100.0,37.59,33.92,12.61,27.51,42.45,15.96,47.54,100.0,59.64,24.83,16.4,41.49,0.0,35.64,24.19,0.88,17.98,53.45,43.97,22.17,20.95068410851793,6,41.08,0,4,29.86,38.97,13.0,6,13.8,CSS,Easy,3
STU00134,20,High School,Data Scientist,Beginner,10.14,Reading/Writing,68.74,86.08,90.77,47.72,9.39,52.59,46.9,17.64,38.03,33.54,11.38,26.87,33.37,34.16,38.41,38.18,42.99,60.26,48.25,34.17,38.08,43.41,32.0,12.41,0.06,35.49057592190182,28,311.51,1,15,49.87,51.02,7.0,12,13.6,Git,Easy,2
STU00135,31,Bachelor,Frontend Developer,Intermediate,16.01,Reading/Writing,30.4,91.7,77.67,27.06,73.19,51.18,50.5,26.13,26.66,35.09,17.72,52.22,64.81,48.59,31.44,37.71,18.66,43.34,9.03,10.04,21.81,25.13,34.69,22.15,41.06,21.619791138126576,18,54.61,1,4,79.85,38.72,7.0,6,3.0,CSS,Medium,4
STU00136,33,Bachelor,Software Engineer,Intermediate,2.91,Visual,31.24,67.27,24.93,44.55,66.8,38.88,27.91,7.22,53.34,61.32,42.82,0.0,33.22,40.2,36.97,2.5,20.73,21.32,40.44,35.63,25.39,23.48,75.56,31.98,0.0,42.03840432785524,19,23.29,2,5,89.91,61.5,19.0,6,9.2,Linux,Easy,2
STU00137,18,Master,Cloud Engineer,Beginner,24.97,Auditory,47.2,18.34,66.49,32.71,47.34,62.88,70.16,24.68,38.63,22.31,15.36,32.84,3.07,25.18,19.36,38.67,34.23,31.22,28.86,36.48,0.69,36.73,35.93,37.9,41.15,61.40712596391377,24,48.12,1,3,62.01,38.32,4.0,18,14.4,Linux,Easy,2
STU00138,18,Bachelor,ML Engineer,Beginner,15.52,Kinesthetic,87.7,53.77,74.99,62.49,46.48,49.39,14.57,52.01,58.92,22.74,15.5,7.46,34.91,18.78,23.12,29.22,72.19,43.6,68.81,36.05,8.08,48.93,23.1,49.62,26.93,21.364846630425205,13,28.5,2,7,35.57,54.36,4.0,6,9.8,Git,Easy,1
STU00139,30,Master,Full Stack Developer,Intermediate,27.89,Reading/Writing,80.14,51.6,67.73,67.41,69.57,38.2,26.28,23.35,31.16,25.22,52.91,44.72,41.59,15.24,54.64,48.72,58.76,28.07,31.47,52.95,36.38,31.45,70.3,53.17,33.19,0.0,1,50.67,4,1,70.39,31.79,4.0,12,9.9,SQL,Easy,2
STU00140,20,Master,Software Engineer,Beginner,16.03,Auditory,44.21,44.62,63.67,38.48,30.31,41.62,39.63,31.63,28.07,41.65,15.86,11.91,17.06,20.51,9.24,36.31,24.44,15.45,27.39,21.62,31.99,0.0,45.58,8.74,19.62,12.40134588136637,25,17.06,3,4,53.72,40.55,6.0,9,12.0,Python,Medium,1
STU00141,30,Bachelor,ML Engineer,Intermediate,9.31,Reading/Writing,56.25,80.3,85.37,67.74,10.31,58.12,31.69,47.18,58.97,25.01,39.42,51.5,42.8,53.62,50.95,22.93,61.63,52.63,91.98,52.69,49.37,49.08,24.57,21.18,6.93,0.9466056589178038,22,48.95,2,6,50.2,0.0,4.0,6,13.2,Git,Hard,3
STU00142,29,High School,ML Engineer,Advanced,11.61,Visual,91.19,57.62,59.97,48.87,70.63,75.59,22.71,38.55,90.59,58.6,63.4,41.41,13.26,19.8,15.83,76.31,58.7,36.59,47.19,60.85,89.99,77.37,51.73,64.22,1.2,95.2467025179448,7,73.44,3,7,47.02,77.4,5.0,6,15.4,AI Agents,Easy,4
STU00143,22,Bachelor,Cloud Engineer,Beginner,9.02,Visual,45.23,19.79,20.07,58.51,40.26,33.67,80.22,48.49,22.08,26.45,43.29,44.27,13.38,21.24,36.59,37.79,21.53,19.68,31.94,18.97,21.42,0.0,26.71,77.13,32.43,86.62093952553727,11,19.28,4,3,43.19,44.42,16.0,12,13.2,Docker,Hard,1
STU00144,17,Master,Frontend Developer,Beginner,19.82,Kinesthetic,77.13,34.91,56.54,35.37,82.32,35.56,46.23,65.39,21.08,27.7,28.82,56.1,63.93,33.71,44.2,19.67,25.15,37.97,4.28,34.3,0.0,17.6,36.4,18.03,23.18,10.793466782349997,5,18.45,1,4,9.45,38.78,17.0,9,16.1,CSS,Hard,1
STU00145,27,Bachelor,ML Engineer,Beginner,7.55,Kinesthetic,91.74,100.0,47.98,72.29,43.27,50.15,71.78,58.91,31.98,17.8,3.62,9.78,22.79,8.01,22.81,31.22,50.99,59.24,55.43,54.18,29.42,46.13,22.58,20.63,12.35,13.17283827081874,19,56.13,2,14,56.08,34.26,10.0,6,14.5,Git,Hard,1
STU00146,18,High School,Data Scientist,Beginner,14.77,Visual,87.38,89.6,43.76,6.44,33.98,28.52,22.26,19.96,40.99,41.56,14.23,36.71,33.33,22.99,49.14,36.88,42.12,71.82,27.98,24.89,31.85,25.31,30.86,22.7,37.91,36.74032196800733,5,60.06,3,4,56.795,61.49,8.0,9,4.9,Git,Easy,2
STU00147,40,PhD,Data Scientist,Advanced,24.0,Visual,58.04,58.43,33.48,52.02,3.18,69.46,23.83,18.26,40.83,66.56,18.62,1.23,69.97,19.09,26.3,43.72,50.25,53.69,94.27,63.13,42.51,54.84,67.89,28.25,17.51,55.29312299572872,71,117.88,4,6,47.44,35.34,6.0,9,40.0,Linux,Medium,1
STU00148,44,Bachelor,Frontend Developer,Advanced,13.83,Auditory,43.98,55.19,89.63,64.32,49.01,39.86,64.24,60.84,72.41,13.86,37.44,73.34,73.29,72.94,45.35,31.18,30.58,21.52,37.16,68.56,64.39,52.29,23.76,27.49,0.32,21.364846630425205,33,60.39,6,14,75.24,43.22,4.0,9,10.7,Next.js,Hard,4
STU00149,19,Bachelor,ML Engineer,Intermediate,12.65,Auditory,95.82,60.11,42.01,45.14,49.93,43.95,40.71,22.37,34.43,59.44,14.11,32.29,23.02,25.67,31.37,37.98,52.89,25.07,46.34,36.42,36.46,54.27,42.36,32.53,16.3,24.665372236550247,10,28.44,1,8,20.79,66.17,6.0,3,36.3,Python,Medium,2
STU00150,25,Bachelor,Software Engineer,Advanced,15.53,Reading/Writing,50.75,67.25,86.13,41.7,32.46,32.07,43.05,49.44,54.69,44.53,35.42,55.3,58.35,61.46,56.21,72.59,51.71,44.61,26.7,21.78,0.0,22.95,95.66,38.31,28.71,18.802867614561737,12,46.9,1,10,39.57,38.53,6.0,9,10.4,Python,Hard,5
